"search_name","source_binomial","phylum","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","n_unique_seqs","dup_accessions","dup_species","dup_species_n","n_all_seqs"
"Aeolidia papillosa","Aeolidia papillosa","mollusca","New England nudibranch","Aeolidia papillosa","Aeolidia papillosa",0,123,"","1430075878|1430074793|1205911969|1205911967|1205911965|1205911963|1205911961|1205911959|1205911957|1205911955|1205911953|1205911951|1205911949|1205911947|1205911945|1205911943|1205911941|1205911939|1205911937|1205911935|1205911933|1205911931|1205911929|1205911927|1205911925|1205911923|1205911921|1205911919|1205911917|1205911915|1205911913|1205911911|1205911909|1205911907|1205911905|1205911903|1205911901|1205911899|1205911897|1205911895|1205911893|1205911891|1205911889|1205911887|1205911885|1205911883|1205911881|1205911879|1205911877|1205911875|1205911873|1205911871|1205911869|1205911867|1205911865|1205911863|1205911861|1205911859|1205911857|1205911855|1205911853|1205911851|1205911849|1205911847|1205911845|1205911843|1205911841|1205911839|1205911837|1205911835|1523730294|1523730292|564734917|564734253|564733881|1365259123|1365259121|1365259119|1365259117|1365259115|1365259113|1365259111|1383527604|1120585276|1120585274|38489811|310775293|23428934|953939094|953939074|953939070|953939068|953939066|953939064|953939062|953939060|953939058|953939056|953939054|953939052|953939050|953939048|908308785|908308567|575882338|575882336|575882334|575882332|575882330|575882328|575882326|575882324|575882322|575882320|449147699|449147697|449147695|449147693|449147691|378762364|444486198|444486195|444486192",60,"KY463721.1|KY463719.1|KY463708.1|MK091259.1|KY463747.1|KY463734.1|KY463739.1|KY463726.1|KY463741.1|KY463707.1|KY463745.1|KY463704.1|KY463733.1|KY463738.1|KY463723.1|KY463725.1|KY463742.1|KY463736.1|KY463727.1|KY463743.1|KU160579.1|KF317854.1|KU160577.1|KU160575.1|JX087535.1|KU160578.1|KF317853.1|KX758258.1|KY463703.1|KY463729.1|KR084453.1|KY463724.1|KY463731.1|KY463705.1|KY463722.1|KY463746.1|KF643928.1|KY463757.1|KY463754.1|KF317851.1|KY463764.1|KY463758.1|KY950355.1|KY463765.1|KY463709.1|KY463716.1|KY463714.1|KY463728.1|KU160574.1|JX087536.1|KY463730.1|KU160583.1|JQ997039.1|KU160587.1|JQ997040.1|JQ997042.1|KX758257.1|KU160597.1|JQ997038.1|KY463749.1|KY463711.1|AY345028.1|KY463748.1|KY463753.1|KY463770.1|KU160582.1|KU160576.1|KY950351.1|KY463762.1|KY463761.1|KY463763.1|KY950352.1|KY463744.1|MK091260.1|KF317857.1|KY463715.1|KU160585.1|KY463752.1|KY463759.1|KY950354.1|KY463767.1|KF317856.1|KY463750.1|KF643410.1|KY463717.1|JX087534.1|KY463735.1|KF317858.1|KR084562.1|KU160581.1|KY950353.1|KF317855.1|KU160584.1|MH242647.1|KY463755.1|KU160580.1|KY950356.1|MG935329.1|KY463720.1|KY463712.1","Aeolidia papillosa","1",123
"Aequipecten irradians","Aequipecten irradians","mollusca","GoM bivalvia species list","Aequipecten irradians","Aequipecten irradians",8,8,"254033632|153123673|56937520|1069563869|151564681|146638128|918451266|918451253","345647417|290767723|263200852|263200850|263200848|263200846|263200844|263200842",12,"HQ700932.1|NC_012977.1|DQ665851.1|GQ166574.1|GU120025.1|GU120024.1|GU120023.1|GU120022.1|GU120021.1|GU120020.1|NC_009687.1|KU589290.1|EU023915.1|CB415959.1|AY994157.1|NC_039153.1|MG582604.1|NC_026466.1|KM660676.1|NC_028710.1|KT726958.1|EU599581.1|NC_040855.1|MG674228.1|NC_015607.1|HQ402925.1|MH542433.1|NC_026576.1|KP294311.1|MH285593.1|MH285592.1|NC_003057.1|JX983598.1|NC_033537.1|AY484747.1|DQ198231.2|DQ198225.2|KM192132.1|KM192131.1|KM192130.1|KM192129.1|KM192128.1|KM192127.1|KM192126.1|KM192125.1|KM192124.1|NC_028712.1|NC_007444.1|DQ191684.1|MF741653.1|NC_040107.1|MH841935.1|KT161259.1|KT161262.1","Aequipecten irradians|Argopecten irradians|Anisakis simplex|Aristaeomorpha foliacea|Balanus balanus|Chaetopterus variopedatus|Elysia chlorotica|Heterocarpus ensifer|Homarus americanus|Hyalella azteca|Lepas anserifera|Limecola balthica|Limulus polyphemus|Macoma balthica|Modiolus modiolus|Mytilus edulis|Mytilus trossulus|Owenia fusiformis|Squilla empusa|Stenopus scutellatus|Stereobalanus canadensis","21",16
"Aequorea aequorea","Aequorea aequorea","cnidaria","GoMA_census_fauna","Aequorea aequorea","Aequorea aequorea",0,0,"","",NA,"na","na","na",0
"Aequorea albida","Aequorea albida","cnidaria","GoMA_census_fauna","Aequorea albida","Aequorea albida",0,0,"","",NA,"na","na","na",0
"Aetea anguina","Aetea anguina","bryozoan","GoMA_census_fauna","Aetea anguina","Aetea anguina",0,0,"","",NA,"na","na","na",0
"Aetideus armatus","Aetideus armatus","arthropoda","GoMA_census_fauna","Aetideus armatus","Aetideus armatus",0,2,"","316926914|959160485",2,"HQ150080.1|KP861434.1","Aetideus armatus","1",2
"Aeverrillia armata","Aeverrillia armata","bryozoan","GoMA_census_fauna","Aeverrillia armata","Aeverrillia armata",0,0,"","",NA,"na","na","na",0
"Aeverrillia setigera","Aeverrillia setigera","bryozoan","GoMA_census_fauna","Aeverrillia setigera","Aeverrillia setigera",0,0,"","",NA,"na","na","na",0
"Agalma elegans","Agalma elegans","cnidaria","GoMA_census_fauna","Agalma elegans","Agalma elegans",3,6,"2554488321|2523517926|2523517834","270271580|270271578|270271576|270271574|62866979|608606245",8,"GQ119943.1|GQ119942.1|GQ119941.1|GQ119940.1|AY937363.1|KF962059.1|NC_080954.1|OQ957190.1|OQ957203.1","Agalma elegans","1",9
"Aglantha digitalis","Aglantha digitalis","cnidaria","GoMA_census_fauna","Aglantha digitalis","Aglantha digitalis",0,21,"","1146076699|1824640055|270271836|343227174|321487699|321487697|321487693|321487691|1383527606|239859708|239859706|515424811|515424808|515424806|515424803|515424801|515424798|515424795|515424792|515424790|515424787",19,"KY040280.1|MN068276.1|GQ120073.1|JN314229.1|HQ970927.1|HQ970926.1|HQ970924.1|HQ970923.1|MH242648.1|FJ602535.1|FJ602534.1|KC440126.1|KC440124.1|KC440125.1|KC440123.1|KC440122.1|KC440121.1|KC440120.1|KC440119.1|KC440118.1|KC440117.1","Aglantha digitalis","1",21
"Aglaophamus circinata","Aglaophamus circinata","annelida","GoMA_census_fauna","Aglaophamus circinata","Aglaophamus circinata",0,0,"","",NA,"na","na","na",0
"Aglaophamus neotenus","Aglaophamus neotenus","annelida","GoMA_census_fauna","Aglaophamus neotenus","Aglaophamus neotenus",0,0,"","",NA,"na","na","na",0
"Agriopoma morrhuanum","Agriopoma morrhuanum","mollusca","GoM bivalvia species list","Agriopoma morrhuanum","Agriopoma morrhuanum",0,0,"","",NA,"na","na","na",0
"Alaurina composita","Alaurina composita","platyhelminthes","GoMA_census_fauna","Alaurina composita","Alaurina composita",0,0,"","",NA,"na","na","na",0
"Alcyonidium hirsutum","Alcyonidium hirsutum","bryozoan","GoMA_census_fauna","Alcyonidium hirsutum","Alcyonidium hirsutum",0,0,"","",NA,"na","na","na",0
"Alcyonidium polyoum","Alcyonidium polyoum","bryozoan","GoMA_census_fauna","Alcyonidium polyoum","Alcyonidium polyoum",0,0,"","",NA,"na","na","na",0
"Alcyonium digitatum","Alcyonium digitatum","cnidaria","GoMA_census_fauna","Alcyonium digitatum","Alcyonium digitatum",3,3,"2206970284|2451866489|2190895984","1430075678|1430075142|297593057",4,"MG935264.1|MG935090.1|GQ342381.1|NC_061274.1|OL616203.1|OP913456.1","Alcyonium digitatum","1",6
"Alderia modesta","Alderia modesta","mollusca","GoMA_census_fauna","Alderia modesta","Alderia modesta",0,93,"","264671058|86278111|86278109|86278107|86278105|86278103|86278101|86278099|86278097|86278095|86278093|86278091|86278089|86278087|86278085|86278083|86278081|86278079|86278077|86278075|86278073|86278071|86278069|86278067|86278065|86278063|86278061|86278059|86278057|86278055|86278053|86278051|86278049|86278047|86278045|86278043|86278039|86278037|86278035|86278033|86278031|86278029|86278027|86278025|86278023|86278021|86278019|86278017|86278015|86278013|86278011|86278009|86278007|86278005|86278003|86278001|86277999|86277997|86277995|86277993|86277991|86277989|86277987|86277985|86277983|86277981|86277979|86277977|86277975|86277973|86277971|86277969|86277967|86277965|86277963|86277961|86277959|86277957|86277955|86277953|86277951|86277949|86277947|86277945|86277943|86277941|86277939|86277937|86277935|86277933|86277931|86277929|86277927",93,"DQ364309.2|DQ364344.1|DQ364343.1|DQ364342.1|DQ364341.1|DQ364340.1|DQ364339.1|DQ364338.1|DQ364337.1|DQ364336.1|DQ364335.1|DQ364334.1|DQ364333.1|DQ364332.1|DQ364331.1|DQ364330.1|DQ364329.1|DQ364328.1|DQ364327.1|DQ364326.1|DQ364325.1|DQ364324.1|DQ364323.1|DQ364322.1|DQ364321.1|DQ364320.1|DQ364319.1|DQ364318.1|DQ364317.1|DQ364316.1|DQ364315.1|DQ364314.1|DQ364313.1|DQ364312.1|DQ364311.1|DQ364310.1|DQ364308.1|DQ364307.1|DQ364306.1|DQ364305.1|DQ364304.1|DQ364303.1|DQ364302.1|DQ364301.1|DQ364300.1|DQ364299.1|DQ364298.1|DQ364297.1|DQ364296.1|DQ364295.1|DQ364294.1|DQ364293.1|DQ364292.1|DQ364291.1|DQ364290.1|DQ364289.1|DQ364288.1|DQ364287.1|DQ364286.1|DQ364285.1|DQ364284.1|DQ364283.1|DQ364282.1|DQ364281.1|DQ364280.1|DQ364279.1|DQ364278.1|DQ364277.1|DQ364276.1|DQ364275.1|DQ364274.1|DQ364273.1|DQ364272.1|DQ364271.1|DQ364270.1|DQ364269.1|DQ364268.1|DQ364267.1|DQ364266.1|DQ364265.1|DQ364264.1|DQ364263.1|DQ364262.1|DQ364261.1|DQ364260.1|DQ364259.1|DQ364258.1|DQ364257.1|DQ364256.1|DQ364255.1|DQ364254.1|DQ364253.1|DQ364252.1","Alderia modesta","1",93
"Alebion carchariae","Alebion carchariae","arthropoda","GoMA_census_fauna","Alebion carchariae","Alebion carchariae",0,3,"","2257692096|2257692094|217031111",3,"ON807359.1|ON807358.1|FJ447377.1","Alebion carchariae","1",3
"Alteutha depressa","Alteutha depressa","arthropoda","GoMA_census_fauna","Alteutha depressa","Alteutha depressa",0,0,"","",NA,"na","na","na",0
"Alvania areolata","Alvania areolata","mollusca","GoMA_census_fauna","Alvania areolata","Alvania areolata",0,0,"","",NA,"na","na","na",0
"Alvania exarata","Alvania exarata","mollusca","GoMA_census_fauna","Alvania exarata","Alvania exarata",0,0,"","",NA,"na","na","na",0
"Alvania multilineata","Alvania multilineata","mollusca","GoMA_census_fauna","Alvania multilineata","Alvania multilineata",0,0,"","",NA,"na","na","na",0
"Alvania pseudoareolata","Alvania pseudoareolata","mollusca","GoMA_census_fauna","Alvania pseudoareolata","Alvania pseudoareolata",0,0,"","",NA,"na","na","na",0
"Amaroucium constellatum","Amaroucium constellatum","chordata","GoMA_census_fauna","Amaroucium constellatum","Amaroucium constellatum",0,0,"","",NA,"na","na","na",0
"Amaroucium glabrum","Amaroucium glabrum","chordata","GoMA_census_fauna","Amaroucium glabrum","Amaroucium glabrum",0,0,"","",NA,"na","na","na",0
"Amaroucium pallidum","Amaroucium pallidum","chordata","GoMA_census_fauna","Amaroucium pallidum","Amaroucium pallidum",0,0,"","",NA,"na","na","na",0
"Amaroucium spitzbergense","Amaroucium spitzbergense","chordata","GoMA_census_fauna","Amaroucium spitzbergense","Amaroucium spitzbergense",0,0,"","",NA,"na","na","na",0
"Amaroucium stellatum","Amaroucium stellatum","chordata","GoMA_census_fauna","Amaroucium stellatum","Amaroucium stellatum",0,0,"","",NA,"na","na","na",0
"Amastigos caperatus","Amastigos caperatus","annelida","GoMA_census_fauna","Amastigos caperatus","Amastigos caperatus",0,0,"","",NA,"na","na","na",0
"Amauropsis islandica","Amauropsis islandica","mollusca","GoMA_census_fauna","Amauropsis islandica","Amauropsis islandica",0,0,"","",NA,"na","na","na",0
"Amblyosyllis cincinnata","Amblyosyllis cincinnata","annelida","GoMA_census_fauna","Amblyosyllis cincinnata","Amblyosyllis cincinnata",0,0,"","",NA,"na","na","na",0
"Amblyosyllis finmarchica","Amblyosyllis finmarchica","annelida","GoMA_census_fauna","Amblyosyllis finmarchica","Amblyosyllis finmarchica",0,4,"","299556077|299555941|299555939|304416842",4,"GU672591.1|GU672523.1|GU672522.1|HQ023430.1","Amblyosyllis finmarchica","1",4
"Ameira curviseta","Ameira curviseta","arthropoda","GoMA_census_fauna","Ameira curviseta","Ameira curviseta",0,0,"","",NA,"na","na","na",0
"Ameripitaa morrhuana","Ameripitaa morrhuana","mollusca","GoM bivalvia species list",NA,NA,0,0,"","",NA,"na","na","na",0
"Ameritella agilis","Ameritella agilis","mollusca","GoM bivalvia species list","Ameritella agilis","Ameritella agilis",0,3,"","2432718098|1563835508|1386666074",2,"OQ322862.1|MK308282.1|MH235928.1","Ameritella agilis|Tellina agilis","2",3
"Amicula vestita","Amicula vestita","mollusca","GoMA_census_fauna","Amicula vestita","Amicula vestita",0,1,"","641803983",1,"KJ574092.1","Amicula vestita","1",1
"Amnicola limosus","Amnicola limosus","mollusca","GoMA_census_fauna","Amnicola limosus","Amnicola limosus",0,39,"","2255173362|2255173346|1820514078|1820513732|1820513730|1820513728|1820513714|1820513712|1820513710|1402371672|820720502|820720500|820720305|820719759|1421471224|1391840422|1391840140|1391840096|1391840028|17298392|7677226|1027498113|1027498111|1027498109|1027498107|1027498105|1027498103|1027498101|1027498099|1027498097|1027498095|1027498093|1027498091|1027498089|1027498087|1027498083|1027498081|1027498079|1027498077",25,"MW927466.1|MW927458.1|MT186487.1|MT186314.1|MT186313.1|MT186312.1|MT186305.1|MT186304.1|MT186303.1|MH469631.1|KM612163.1|KM612162.1|KM612085.1|KM611857.1|MH570276.1|MH087687.1|MH087524.1|MH087490.1|MH087546.1|AF354768.1|AF213348.1|KU991130.1|KU991129.1|KU991128.1|KU991126.1|KU991124.1|KU991123.1|KU991122.1|KU991121.1|KU991120.1|KU991118.1|KU991117.1|KU991127.1|KU991125.1|KU991119.1|KU991115.1|KU991114.1|KU991113.1|KU991112.1","Amnicola limosus","1",39
"Ampelisca aequicornis","Ampelisca aequicornis","arthropoda","GoMA_census_fauna","Ampelisca aequicornis","Ampelisca aequicornis",0,2,"","2442278479|2442278477",1,"OQ417233.1|OQ417232.1","Ampelisca aequicornis","1",2
"Ampelisca agassizi","Ampelisca agassizi","arthropoda","GoMA_census_fauna","Ampelisca agassizi","Ampelisca agassizi",0,0,"","",NA,"na","na","na",0
"Ampelisca macrocephala","Ampelisca macrocephala","arthropoda","GoMA_census_fauna","Ampelisca macrocephala","Ampelisca macrocephala",0,41,"","301043362|1430075375|1430074951|1502976941|1497450280|1497446855|1495353526|1495348562|321490161|321490147|321490143|321490137|321121081|321121079|321121073|321121055|321121025|321121005|321121003|321120997|321120993|321120991|321120987|321120985|321120983|321120981|321120979|321120977|321120975|321120973|321120971|321120969|321120965|321120963|321120961|321120959|321120957|321120949|321120935|321120901|321120853",13,"HM425344.1|MG312897.1|HQ972158.1|HQ972149.1|HQ972146.1|HQ961892.1|HQ961891.1|HQ961864.1|HQ961854.1|HQ961853.1|HQ961848.1|HQ961847.1|HQ961843.1|HQ961842.1|HQ961841.1|HQ961840.1|HQ961839.1|HQ961838.1|HQ961837.1|HQ961834.1|HQ961832.1|HQ961827.1|HQ961820.1|HQ961804.1|HQ961781.1|MG935165.1|MG935027.1|MG320053.1|MG314771.1|MG313065.1|MG311415.1|HQ972151.1|HQ961888.1|HQ961879.1|HQ961850.1|HQ961844.1|HQ961836.1|HQ961845.1|HQ961833.1|HQ961831.1|HQ961830.1","Ampelisca macrocephala","1",41
"Ampelisca vadorum","Ampelisca vadorum","arthropoda","GoMA_census_fauna","Ampelisca vadorum","Ampelisca vadorum",0,6,"","2432718684|2432718248|2432718120|2432717882|1823933675|1502971756",5,"OQ323155.1|OQ322754.1|OQ322937.1|OQ322873.1|MT176628.1|MG317727.1","Ampelisca vadorum","1",6
"Ampharete acutifrons","Ampharete acutifrons","annelida","GoMA_census_fauna","Ampharete acutifrons","Ampharete acutifrons",0,1,"","301298517",1,"HM473718.1","Ampharete acutifrons","1",1
"Ampharete arctica","Ampharete arctica","annelida","GoMA_census_fauna","Ampharete arctica","Ampharete arctica",0,0,"","",NA,"na","na","na",0
"Ampharete cirrata","Ampharete cirrata","annelida","GoMA_census_fauna","Ampharete cirrata","Ampharete cirrata",0,2,"","2186437561|2186437559",2,"OM470636.1|OM470635.1","Ampharete cirrata","1",2
"Ampharete trilobata","Ampharete trilobata","annelida","GoMA_census_fauna","Ampharete trilobata","Ampharete trilobata",0,0,"","",NA,"na","na","na",0
"Amphicteis floridus","Amphicteis floridus","annelida","GoMA_census_fauna","Amphicteis floridus","Amphicteis floridus",0,0,"","",NA,"na","na","na",0
"Amphicteis gunneri","Amphicteis gunneri","annelida","GoMA_census_fauna","Amphicteis gunneri","Amphicteis gunneri",0,2,"","1829002753|1215060924",2,"MT166980.1|KY972407.1","Amphicteis gunneri","1",2
"Amphilectus lobata","Amphilectus lobata","porifera","GoMA_census_fauna","Amphilectus lobata","Amphilectus lobata",0,0,"","",NA,"na","na","na",0
"Amphipholis squamata","Amphipholis squamata","echinodermata","GoMA_census_fauna","Amphipholis squamata","Amphipholis squamata",0,36,"","2552382662|2552382658|2552382656|2552382654|2552382652|2552382650|2552382644|2552382642|2070381295|2070381287|1934895144|1934894928|1430075486|1430074736|301506427|301506425|301506423|301506421|301506419|1329726000|1329725998|1329725996|1329725994|1130479599|1130479597|1041580742|767809269|767809143|767808619|767808381|767807299|767807169|767807003|767806947|767806899|767806715",30,"OR347648.1|OR347646.1|OR347645.1|OR347644.1|OR347643.1|OR347642.1|OR347639.1|OR347638.1|MZ580559.1|MZ580555.1|MW277852.1|MW277744.1|MG935201.1|MG934954.1|HM542083.1|HM542082.1|HM542081.1|HM542079.1|HM542080.1|MF989437.1|MF989436.1|MF989435.1|MF989434.1|KX458802.1|KX458801.1|KU594365.1|KP255315.1|KP255252.1|KP254990.1|KP254871.1|KP254330.1|KP254265.1|KP254182.1|KP254154.1|KP254130.1|KP254038.1","Amphipholis squamata","1",36
"Amphiporeia lawrenciana","Amphiporeia lawrenciana","arthropoda","GoMA_census_fauna","Amphiporeia lawrenciana","Amphiporeia lawrenciana",0,0,"","",NA,"na","na","na",0
"Amphiporus angulatus","Amphiporus angulatus","nemertea","GoMA_census_fauna","Amphiporus angulatus","Amphiporus angulatus",0,22,"","1509161237|1509161180|1509161054|1509160444|1509160391|1509159930|1509159625|1489974287|1489973401|1489973169|1489973129|1489973051|1489969983|1489969620|1489969240|1489969224|1489968972|1489968710|1489968696|1489968590|1489968580|30139723",12,"MG421645.1|MG421622.1|MG421126.1|MG421024.1|MG423570.1|MG423127.1|MG421575.1|MG421332.1|MG421935.1|MG421870.1|AJ436896.1|MG421311.1|MG422571.1|MG423011.1|MG422991.1|MG422066.1|MG422952.1|MG422390.1|MG422200.1|MG422192.1|MG421928.1|MG421875.1","Amphiporus angulatus","1",22
"Amphiporus bioculatus","Amphiporus bioculatus","nemertea","GoMA_census_fauna","Amphiporus bioculatus","Amphiporus bioculatus",0,0,"","",NA,"na","na","na",0
"Amphiporus caecus","Amphiporus caecus","nemertea","GoMA_census_fauna","Amphiporus caecus","Amphiporus caecus",0,0,"","",NA,"na","na","na",0
"Amphiporus frontalis","Amphiporus frontalis","nemertea","GoMA_census_fauna","Amphiporus frontalis","Amphiporus frontalis",0,0,"","",NA,"na","na","na",0
"Amphiporus griseus","Amphiporus griseus","nemertea","GoMA_census_fauna","Amphiporus griseus","Amphiporus griseus",0,0,"","",NA,"na","na","na",0
"Amphiporus groenlandicus","Amphiporus groenlandicus","nemertea","GoMA_census_fauna","Amphiporus groenlandicus","Amphiporus groenlandicus",0,0,"","",NA,"na","na","na",0
"Amphiporus heterosorus","Amphiporus heterosorus","nemertea","GoMA_census_fauna","Amphiporus heterosorus","Amphiporus heterosorus",0,0,"","",NA,"na","na","na",0
"Amphiporus lactifloreus","Amphiporus lactifloreus","nemertea","GoMA_census_fauna","Amphiporus lactifloreus","Amphiporus lactifloreus",0,4,"","2067069348|1838315865|321172183|30139729",4,"MZ558351.1|MN205528.1|HQ848611.1|AJ436899.1","Amphiporus lactifloreus","1",4
"Amphiporus ochraceus","Amphiporus ochraceus","nemertea","GoMA_census_fauna","Amphiporus ochraceus","Amphiporus ochraceus",0,0,"","",NA,"na","na","na",0
"Amphissa acutecostata","Amphissa acutecostata","mollusca","GoMA_census_fauna","Amphissa acutecostata","Amphissa acutecostata",0,0,"","",NA,"na","na","na",0
"Amphissa haliaeeti","Amphissa haliaeeti","mollusca","GoMA_census_fauna","Amphissa haliaeeti","Amphissa haliaeeti",0,0,"","",NA,"na","na","na",0
"Amphitrite brunnea","Amphitrite brunnea","annelida","GoMA_census_fauna","Amphitrite brunnea","Amphitrite brunnea",0,0,"","",NA,"na","na","na",0
"Amphitrite cirrata","Amphitrite cirrata","annelida","GoMA_census_fauna","Amphitrite cirrata","Amphitrite cirrata",0,28,"","2070382019|2070381915|2070381711|2070381659|2070381645|305415474|305415472|1354702620|1354702362|1354702260|1354702236|1354702010|1354701922|1354701828|1354701786|1354701780|1354701674|1354701326|1354701294|1354701262|320575161|320575143|320575137|320575135|320575129|299555889|305654125|305654123",14,"MZ580921.1|MZ580767.1|MZ580741.1|MZ580734.1|MF121669.1|MF121477.1|MF121364.1|MF121320.1|MF121273.1|MF121252.1|MF121249.1|MF121196.1|MF120990.1|MZ580869.1|HQ023920.1|HQ023919.1|MF121540.1|MF121489.1|MF121022.1|MF121006.1|HQ932570.1|HQ932561.1|HQ932558.1|HQ932557.1|HQ932554.1|GU672497.1|HQ024485.1|HQ024484.1","Amphitrite cirrata","1",28
"Amphitrite figulus","Amphitrite figulus","annelida","GoMA_census_fauna","Amphitrite figulus","Amphitrite figulus",0,18,"","2072696494|2072696492|305653123|305653121|305653119|305653117|305653115|305653113|305653111|305653109|305653107|305653105|305653103|305653101|305653099|305653097|305653095|300875654",15,"MZ622198.1|MZ622197.1|HQ023984.1|HQ023983.1|HQ023982.1|HQ023981.1|HQ023977.1|HQ023970.1|HQ023980.1|HQ023979.1|HQ023978.1|HQ023976.1|HQ023975.1|HQ023974.1|HQ023973.1|HQ023972.1|HQ023971.1|HM417784.1","Amphitrite figulus","1",18
"Amphitrite johnstoni","Amphitrite johnstoni","annelida","GoMA_census_fauna","Amphitrite johnstoni","Amphitrite johnstoni",0,0,"","",NA,"na","na","na",0
"Amphitrite ornata","Amphitrite ornata","annelida","GoMA_census_fauna","Amphitrite ornata","Amphitrite ornata",0,2,"","2432718286|1243472312",2,"OQ322956.1|MF784577.1","Amphitrite ornata","1",2
"Ampithoe longimana","Ampithoe longimana","arthropoda","GoMA_census_fauna","Ampithoe longimana","Ampithoe longimana",0,109,"","2432719232|2432719142|2432718962|2432718366|2432717846|1497435791|1386666024|1386665964|1035662491|60501884|307749834|220029757|220029755|220029753|10567708|10567706|10567704|10567702|10567700|10567698|10567696|10567694|10567692|10567690|10567688|10567686|10567684|10567682|10567680|10567678|10567676|10567674|10567672|10567670|10567668|10567666|10567664|10567662|10567660|10567658|10567656|10567654|1016200050|767807327|443502034|443502032|443502030|443502028|443502026|443502024|443502022|443502020|443502018|443502016|443502014|443502012|443502010|443502008|443502006|443502004|443502002|443502000|443501998|443501996|443501994|443501992|443501990|443501988|443501986|443501984|443501982|443501980|443501978|443501976|443501974|443501972|443501970|443501968|443501966|443501964|443501962|443501960|443501958|443501956|443501954|443501952|443501950|443501948|443501946|443501944|443501942|443501940|443501938|443501936|443501934|443501932|443501930|443501928|443501926|443501924|443501922|443501920|443501918|443501916|443501914|443501912|443501910|443501908|443501906",86,"KC217699.1|OQ323429.1|KC217670.1|MH235873.1|OQ322736.1|KC217711.1|KC217674.1|OQ322996.1|KC217716.1|AF265414.1|AF265415.1|KC217681.1|KC217698.1|KC217701.1|AF265434.1|AF265436.1|KC217677.1|KC217691.1|KC217704.1|KC217687.1|KC217685.1|AF265431.1|AF265430.1|AF265418.1|KC217689.1|KC217690.1|KC217688.1|AF265433.1|AF265425.1|GU048169.1|KC217665.1|KC217659.1|KC217675.1|KC217671.1|AF265437.1|AF265411.1|KC217708.1|KC217712.1|KC217664.1|KC217720.1|KC217656.1|KC217693.1|KC217694.1|KC217666.1|KC217661.1|KC217683.1|KC217695.1|AF265420.1|AF265423.1|AF265424.1|KC217715.1|KC217709.1|KC217714.1|KC217673.1|AF265417.1|KC217702.1|AF265413.1|KC217678.1|KC217680.1|FJ581491.1|KC217668.1|KP316293.1|KC217663.1|KC217676.1|KC217672.1|KC217705.1|KC217669.1|FJ581492.1|AF265421.1|KC217718.1|KC217707.1|KC217684.1|AF265432.1|KC217706.1|AF265422.1|KC217657.1|MH235903.1|KC217667.1|AF265427.1|AF265412.1|KC217719.1|OQ323294.1|MH815136.1|KC217660.1|KC217679.1|FJ581490.1|KC217682.1|KC217697.1|AF265416.1|KC217692.1|AF265429.1|AF265428.1|AF265435.1|AF265438.1|AF265426.1|KC217717.1|KC217696.1|KC217703.1|KC217713.1|KP254344.1","Ampithoe longimana","1",109
"Ampithoe rubicata","Ampithoe rubicata","arthropoda","GoMA_census_fauna","Ampithoe rubicata","Ampithoe rubicata",0,0,"","",NA,"na","na","na",0
