"search_name","source_binomial","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","unique_target_seqs_n","primer_matched_n","clamp_threshold1_n","clamp_threshold2_n","dup_accessions","dup_species","dup_species_n","n_target_all"
"Cystophora cristata","Cyctophora cristata","HarrisonGoldspiel_LandVertsNortheast","Cyctophora cristata","Cystophora cristata",1,1,"115494761","282722775",2,2,2,2,"GU174597.1|NC_008427.1","Cystophora cristata","1",2
"Dactylopterus volitans","Dactylopterus volitans","ReneeFrancolini_MaineFish","Dactylopterus volitans","Dactylopterus volitans",0,4,"","2282140052|906357583|27435106|4929525",4,NA,NA,NA,"OP151396.1|AB972264.1|AY141357.1|AF150006.1","Dactylopterus volitans","1",4
"Decapterus macarellus","Decapterus macarellus","ReneeFrancolini_MaineFish","Decapterus macarellus","Decapterus macarellus",2,6,"769829642|763902664","2070998165|1515256638|1515256618|1515256510|985565885|985565879",1,1,1,1,"NC_026718.1|KM986880.1","Decapterus macarellus","1",8
"Decapterus punctatus","Decapterus punctatus","ReneeFrancolini_MaineFish","Decapterus punctatus","Decapterus punctatus",0,1,"","2277777962",1,NA,NA,NA,"OP088628.1","Decapterus punctatus","1",1
"Dendrocygna autumnalis","Dendrocygna autumnalis","HarrisonGoldspiel_LandVertsNortheast","Dendrocygna autumnalis","Dendrocygna autumnalis",0,1,"","6318719",1,NA,NA,NA,"AF173717.1","Dendrocygna autumnalis","1",1
"Dendrocygna bicolor","Dendrocygna bicolor","HarrisonGoldspiel_LandVertsNortheast","Dendrocygna bicolor","Dendrocygna bicolor",0,1,"","2213712",1,1,1,1,"U83737.1","Dendrocygna bicolor","1",1
"Desmognathus fuscus","Desmognathus fuscus","HarrisonGoldspiel_LandVertsNortheast","Desmognathus fuscus","Desmognathus fuscus",2,84,"51979953|53686320","2238560311|2238560310|2238560309|2238560308|2238560307|2238560306|2238560305|2238560304|2238560303|2238560302|2238560301|2238560300|2238560299|2238560298|2238560297|2238560286|2238560285|2238560284|2238560283|2238560282|2238560271|2238560270|2238560269|2238560268|2238560267|2238560266|2238560265|2238560264|2238560263|2238560262|2238560261|2238560260|2238560259|2238560258|2238560257|2238560256|2238560255|2238560254|2238560253|2238560252|2238560251|2238560238|2238560237|2238560236|2238560235|2238560234|2238560233|2238560232|2238560231|2238560230|2238560223|30172323|30172322|30172321|30172320|30172319|30172318|30172317|30172316|30172315|30172314|30172313|30172312|30172311|30172310|30172309|30172308|30172307|30172306|30172305|30172304|30172303|30172302|30172301|30172300|30172299|30172298|30172297|30172296|30172295|30172294|2804375|2804356|9802420",1,1,1,1,"AY728227.1|NC_006339.1","Desmognathus fuscus","1",86
"Desmognathus monticola","Desmognathus monticola","HarrisonGoldspiel_LandVertsNortheast","Desmognathus monticola","Desmognathus monticola",0,128,"","2238560313|2238560312|2238560296|2238560295|2238560294|2238560293|2238560292|2238560291|2238560290|2238560281|2238560280|2238560279|2238560278|2238560277|2238560276|2238560275|2238560274|2238560273|2238560272|2238560250|2238560249|2238560248|2238560247|2238560246|2238560245|2238560244|2238560243|2238560242|2238560241|2238560240|2238560239|2238560229|2238560227|2238560226|2238560225|2238560224|170320321|170320320|160918873|160918872|160918840|47420429|47420428|47420427|47420426|47420425|47420424|47420423|47420422|47420421|47420420|47420419|47420418|47420417|47420416|47420415|47420414|47420413|47420412|47420411|47420410|47420409|47420408|47420407|47420406|47420405|47420404|47420403|47420402|47420401|47420400|47420399|47420398|47420397|47420396|47420395|47420394|47420393|47420392|47420391|47420390|30172288|30172287|30172286|30172285|30172284|30172283|30172282|30172281|30172280|30172279|30172278|30172277|30172276|30172275|30172274|30172273|30172272|30172271|30172270|30172269|30172268|30172267|30172265|30172264|30172263|30172262|30172260|30172259|30172258|30172257|30172256|30172255|30172254|30172234|188013015|188012983|188012953|188012947|188012946|188012924|188012923|188012921|188012920|188012918|188012917|188012902|2804373",121,NA,NA,NA,"ON509993.1|ON509992.1|ON509976.1|ON509929.1|ON509975.1|ON509974.1|ON509973.1|ON509972.1|ON509971.1|ON509970.1|ON509906.1|ON509961.1|ON509960.1|ON509959.1|ON509958.1|ON509956.1|ON509957.1|ON509955.1|ON509954.1|ON509953.1|ON509952.1|ON509930.1|ON509928.1|ON509927.1|ON509926.1|ON509925.1|ON509924.1|ON509923.1|ON509922.1|ON509921.1|ON509920.1|ON509919.1|ON509909.1|ON509907.1|ON509905.1|ON509904.1|EU314514.1|EU314513.1|EU144208.1|EU144207.1|EU144175.1|AY549681.1|AY549680.1|AY549679.1|AY549678.1|AY549677.1|AY549676.1|AY549675.1|AY549674.1|AY549673.1|AY549672.1|AY549671.1|AY549670.1|AY549669.1|AY549668.1|AY549667.1|AY549666.1|AY549665.1|AY549664.1|AY549663.1|AY549662.1|AY549661.1|AY549660.1|AY549659.1|AY549658.1|AY549657.1|AY549656.1|AY549655.1|AY549654.1|AY549653.1|AY549652.1|AY549651.1|AY549650.1|AY549649.1|AY549648.1|AY549647.1|AY549646.1|AY549645.1|AY549644.1|AY549643.1|AY549642.1|AF437372.1|AF437371.1|AF437370.1|AF437369.1|AF437368.1|AF437367.1|AF437366.1|AF437365.1|AF437364.1|AF437363.1|AF437362.1|AF437361.1|AF437360.1|AF437359.1|AF437358.1|AF437357.1|AF437356.1|AF437355.1|AF437354.1|AF437353.1|AF437352.1|AF437351.1|AF437349.1|AF437348.1|AF437347.1|AF437346.1|AF437344.1|AF437343.1|AF437342.1|AF437341.1|AF437340.1|AF437339.1|AF437338.1|AF437318.1|EU552342.1|EU552310.1|EU552280.1|EU552274.1|EU552273.1|EU552251.1|EU552250.1|EU552248.1|EU552247.1|EU552245.1|EU552244.1|EU552229.1|U71239.1","Desmognathus monticola","1",128
"Desmognathus ochrophaeus","Desmognathus ochrophaeus","HarrisonGoldspiel_LandVertsNortheast","Desmognathus ochrophaeus","Desmognathus ochrophaeus",0,10,"","30172328|30172327|30172293|30172292|30172290|30172266|30172261|2804362|2804361|2804357",10,NA,NA,NA,"AF437412.1|AF437411.1|AF437377.1|AF437376.1|AF437374.1|AF437350.1|AF437345.1|U71228.1|U71227.1|U71223.1","Desmognathus ochrophaeus","1",10
"Diadophis punctatus","Diadophis punctatus","HarrisonGoldspiel_LandVertsNortheast","Diadophis punctatus","Diadophis punctatus",0,3,"","27475962|46399135|46399134",3,NA,NA,NA,"AF544765.1|AY577015.1|AY577014.1","Diadophis punctatus","1",3
"Didelphis virginiana","Didelphis virginiana","HarrisonGoldspiel_LandVertsNortheast","Didelphis virginiana","Didelphis virginiana",2,3,"1988360030|5835037","12700598|349573494|409116",5,3,3,3,"AY012091.1|JN393214.1|U02576.1|MT892666.1|NC_001610.1","Didelphis virginiana","1",5
"Dipturus laevis","Dipturus laevis","ReneeFrancolini_MaineFish","Dipturus laevis","Dipturus laevis",0,1,"","1515576517",1,NA,NA,NA,"MH377802.1","Dipturus laevis","1",1
"Dolichonyx oryzivorus","Dolichonyx oryzivorus","HarrisonGoldspiel_LandVertsNortheast","Dolichonyx oryzivorus","Dolichonyx oryzivorus",0,1,"","21644735",1,1,1,1,"AF447226.1","Dolichonyx oryzivorus","1",1
"Dryobates pubescens","Dryobates pubescens","HarrisonGoldspiel_LandVertsNortheast","Dryobates pubescens","Dryobates pubescens",3,9,"1898548390|917547298|937407865","699695240|699684354|699675821|699652816|699646631|699641158|699639963|699639907|7339762",2,2,2,2,"MN356145.1|KT119343.1|NC_027936.1","Dryobates pubescens|Picoides pubescens","2",12
"Dryobates villosus","Dryobates villosus","HarrisonGoldspiel_LandVertsNortheast","Dryobates villosus","Dryobates villosus",0,1,"","60281060",1,1,1,1,"AY940768.1","Dryobates villosus","1",1
"Dryocopus pileatus","Dryocopus pileatus","HarrisonGoldspiel_LandVertsNortheast","Dryocopus pileatus","Dryocopus pileatus",3,1,"1496231730|109676615|116734723","60281043",3,3,3,3,"AY940751.1|MK060129.1|DQ780879.1|NC_008546.1","Dryocopus pileatus","1",4
"Dumetella carolinensis","Dumetella carolinensis","HarrisonGoldspiel_LandVertsNortheast","Dumetella carolinensis","Dumetella carolinensis",0,1,"","7672625",1,NA,NA,NA,"AF140990.1","Dumetella carolinensis","1",1
"Ectopistes migratorius","Ectopistes migratorius","HarrisonGoldspiel_LandVertsNortheast","Ectopistes migratorius","Ectopistes migratorius",44,1,"1679362904|1273480880|1273480866|1273480852|1219876253|1219876239|1219876225|1219876211|1219876197|1219876183|1219876169|1219876155|1219876141|1219876127|1219876113|1219876099|1219876085|1219876071|1219876057|1219876043|1219876029|1219876015|1219876001|1219875987|1219875973|1219875959|1219875945|1219875931|1219875917|1219875903|1219875889|1219875875|1219875861|1219875847|1219875833|1219875819|1219875805|1219875791|1169297752|1095465676|1095465662|1044326705|459996805|459996790","19423768",12,11,11,11,"AF483314.1|NC_042502.1|MF595517.1|MF595515.1|KY974368.1|KY974367.1|KY974365.1|KY974364.1|KY974362.1|KY974361.1|KY974359.1|KY974358.1|KY974356.1|KY974355.1|KY974354.1|KY974353.1|KY974352.1|KY974351.1|KY974350.1|KY974349.1|KY974347.1|KY974346.1|KY974344.1|KY974342.1|KY974341.1|KY974340.1|KY974339.1|KY974338.1|KY974337.1|KY974335.1|KY260683.1|KX902244.1|KX902243.1|KC489474.1|KC489473.1|MF595516.1|KY974366.1|KY974363.1|KY974360.1|KY974357.1|KY974348.1|KY974345.1|KY974343.1|KY974336.1|KU158192.1","Ectopistes migratorius","1",45
"Egretta caerulea","Egretta caerulea","HarrisonGoldspiel_LandVertsNortheast","Egretta caerulea","Egretta caerulea",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Egretta garzetta","Egretta garzetta","HarrisonGoldspiel_LandVertsNortheast","Egretta garzetta","Egretta garzetta",5,5,"2195126889|1898548376|602625275|608788292|604159070","1894713456|557643610|557643609|59894137|33309276",9,5,5,5,"XM_009645065.2|KF469285.1|KF469284.1|AY766387.1|AF407135.1|OL335994.1|MN356129.1|KJ190950.1|NC_023981.1|KJ192197.1","Egretta garzetta","1",10
"Egretta gularis","Egretta gularis","HarrisonGoldspiel_LandVertsNortheast","Egretta gularis","Egretta gularis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Egretta rufescens","Egretta rufescens","HarrisonGoldspiel_LandVertsNortheast","Egretta rufescens","Egretta rufescens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Egretta thula","Egretta thula","HarrisonGoldspiel_LandVertsNortheast","Egretta thula","Egretta thula",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Egretta tricolor","Egretta tricolor","HarrisonGoldspiel_LandVertsNortheast","Egretta tricolor","Egretta tricolor",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Elanoides forficatus","Elanoides forficatus","HarrisonGoldspiel_LandVertsNortheast","Elanoides forficatus","Elanoides forficatus",0,1,"","21311333",1,NA,NA,NA,"AF438152.1","Elanoides forficatus","1",1
"Elanus leucurus","Elanus leucurus","HarrisonGoldspiel_LandVertsNortheast","Elanus leucurus","Elanus leucurus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Elaphe obsoleta","Elaphe obsoleta","HarrisonGoldspiel_LandVertsNortheast","Elaphe obsoleta","Elaphe obsoleta",0,3,"","683615|24459571|24459570",3,NA,NA,NA,"Z46469.1|AY122844.1|AY122843.1","Elaphe obsoleta","1",3
"Empidonax alnorum","Empidonax alnorum","HarrisonGoldspiel_LandVertsNortheast","Empidonax alnorum","Empidonax alnorum",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonax difficilis","Empidonax difficilis","HarrisonGoldspiel_LandVertsNortheast","Empidonax difficilis","Empidonax difficilis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonax flaviventris","Empidonax flaviventris","HarrisonGoldspiel_LandVertsNortheast","Empidonax flaviventris","Empidonax flaviventris",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonax hammondii","Empidonax hammondii","HarrisonGoldspiel_LandVertsNortheast","Empidonax hammondii","Empidonax hammondii",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonax minimus","Empidonax minimus","HarrisonGoldspiel_LandVertsNortheast","Empidonax minimus","Empidonax minimus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonax traillii","Empidonax traillii","HarrisonGoldspiel_LandVertsNortheast","Empidonax traillii","Empidonax traillii",0,2,"","1561807181|1561807179",2,NA,NA,NA,"XM_027891541.1|XM_027891540.1","Empidonax traillii","1",2
"Empidonax virescens","Empidonax virescens","HarrisonGoldspiel_LandVertsNortheast","Empidonax virescens","Empidonax virescens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonax wrightii","Empidonax wrightii","HarrisonGoldspiel_LandVertsNortheast","Empidonax wrightii","Empidonax wrightii",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Empidonomus varius","Empidonomus varius","HarrisonGoldspiel_LandVertsNortheast","Empidonomus varius","Empidonomus varius",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Emydoidiae blandingii","Emydoidiae blandingii","HarrisonGoldspiel_LandVertsNortheast",NA,NA,0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Enchelyopus cimbrius","Enchelyopus cimbrius","ReneeFrancolini_MaineFish","Enchelyopus cimbrius","Enchelyopus cimbrius",0,6,"","2028741865|2018537178|595744539|595744538|227463805|14485470",NA,NA,NA,NA,"na","na","na",6
"Eptesicus fuscus","Eptesicus fuscus","HarrisonGoldspiel_LandVertsNortheast","Eptesicus fuscus","Eptesicus fuscus",0,9,"","1571999901|1571979815|1571979814|1571979812|1571979811|1344455498|1518685|409120|13195298",NA,NA,NA,NA,"na","na","na",9
"Eremophila alpestris","Eremophila alpestris","HarrisonGoldspiel_LandVertsNortheast","Eremophila alpestris","Eremophila alpestris",3,1,"1847690984|1608692159|1608692145","19481518",3,3,3,3,"AF407092.1|NC_048470.1|MH061202.1|MH061203.1","Eremophila alpestris","1",4
"Erethizon dorsatum","Erethizon dorsatum","HarrisonGoldspiel_LandVertsNortheast","Erethizon dorsatum","Erethizon dorsatum",0,4,"","12700625|576864452|29243681|533701",4,3,3,3,"AY012118.1|KJ155712.1|AF520694.1|U12450.1","Erethizon dorsatum","1",4
"Erignathus barbatus","Erignathus barbatus","HarrisonGoldspiel_LandVertsNortheast","Erignathus barbatus","Erignathus barbatus",1,2,"115494775","282722777|282722776",3,3,3,3,"GU174599.1|GU174598.1|NC_008426.1","Erignathus barbatus","1",3
"Etropus microstomus","Etropus microstomus","ReneeFrancolini_MaineFish","Etropus microstomus","Etropus microstomus",0,2,"","2282140040|22532262",2,1,1,1,"OP151389.1|AF488502.1","Etropus microstomus","1",2
"Eudocimus albus","Eudocimus albus","HarrisonGoldspiel_LandVertsNortheast","Eudocimus albus","Eudocimus albus",0,1,"","168805923",1,1,1,1,"EU167082.1","Eudocimus albus","1",1
"Eumesogrammus praecisus","Eumesogrammus praecisus","ReneeFrancolini_MaineFish","Eumesogrammus praecisus","Eumesogrammus praecisus",0,6,"","2072646459|2072646458|2072646445|2072646423|1918447769|1825511880",NA,NA,NA,NA,"na","na","na",6
"Eumicrotremus spinosus","Eumicrotremus spinosus","ReneeFrancolini_MaineFish","Eumicrotremus spinosus","Eumicrotremus spinosus",0,3,"","1825511884|1825511883|1825511881",2,2,2,2,"MT103913.1|MT103912.1|MT103911.1","Eumicrotremus spinosus","1",3
"Euphagus carolinus","Euphagus carolinus","HarrisonGoldspiel_LandVertsNortheast","Euphagus carolinus","Euphagus carolinus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Euphagus cyanocephalus","Euphagus cyanocephalus","HarrisonGoldspiel_LandVertsNortheast","Euphagus cyanocephalus","Euphagus cyanocephalus",2,0,"408772979|407028148","",1,1,1,1,"NC_018827.1|JX516072.1","Euphagus cyanocephalus","1",2
"Eurycea bislineata","Eurycea bislineata","HarrisonGoldspiel_LandVertsNortheast","Eurycea bislineata","Eurycea bislineata",2,2,"51979813|53686418","9802424|9802423",3,1,1,1,"AF290187.1|AF290186.1|AY728217.1|NC_006329.1","Eurycea bislineata","1",4
"Eurycea cirrigera","Eurycea cirrigera","HarrisonGoldspiel_LandVertsNortheast","Eurycea cirrigera","Eurycea cirrigera",3,0,"1228304594|1236514000|1215348742","",2,2,2,2,"KY885249.1|NC_035494.1|KY752074.1","Eurycea cirrigera","1",3
"Eurycea longicauda","Eurycea longicauda","HarrisonGoldspiel_LandVertsNortheast","Eurycea longicauda","Eurycea longicauda",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Eurycea lucifuga","Eurycea lucifuga","HarrisonGoldspiel_LandVertsNortheast","Eurycea lucifuga","Eurycea lucifuga",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Falcipennis canadensis","Falcipennis canadensis","HarrisonGoldspiel_LandVertsNortheast","Falcipennis canadensis","Falcipennis canadensis",0,4,"","512403971|8886845|8886843|6970157",4,3,3,3,"KC749454.1|AF222579.1|AF222577.1|AF230150.1","Falcipennis canadensis","1",4
"Falco columbarius","Falco columbarius","HarrisonGoldspiel_LandVertsNortheast","Falco columbarius","Falco columbarius",2,1,"722490289|699046499","84468580",2,2,2,2,"AB219558.1|NC_025579.1|KM264304.1","Falco columbarius","1",3
"Falco peregrinus","Falco peregrinus","HarrisonGoldspiel_LandVertsNortheast","Falco peregrinus","Falco peregrinus",4,3,"5835946|4894462|389888534|374429594","1561592113|1561592109|84468578",6,4,4,4,"XM_013301627.2|XM_027790946.1|AB219556.1|NC_000878.1|AF090338.1|JX029991.1|JQ282801.1","Falco peregrinus","1",7
"Falco rusticolus","Falco rusticolus","HarrisonGoldspiel_LandVertsNortheast","Falco rusticolus","Falco rusticolus",2,3,"1002161555|974993616","1929821018|1929821016|1929821014",4,1,1,1,"XM_037373733.1|XM_037373725.1|XM_037373718.1|NC_029359.1|KT989235.1","Falco rusticolus","1",5
"Falco sparverius","Falco sparverius","HarrisonGoldspiel_LandVertsNortheast","Falco sparverius","Falco sparverius",2,0,"109676629|116734765","",1,1,1,1,"DQ780880.1|NC_008547.1","Falco sparverius","1",2
"Falco subbuteo","Falco subbuteo","HarrisonGoldspiel_LandVertsNortheast","Falco subbuteo","Falco subbuteo",3,1,"2088246796|2064873727|1958836148","315661071",3,2,2,2,"GU390892.1|NC_057089.1|MW266990.1|MN431594.1","Falco subbuteo","1",4
"Falco tinnunculus","Falco tinnunculus","HarrisonGoldspiel_LandVertsNortheast","Falco tinnunculus","Falco tinnunculus",2,4,"158187477|207266417","1139382398|41350603|124108872|84468579",5,2,2,2,"LC104774.1|AY447960.1|EF027305.1|AB219557.1|EU196361.1|NC_011307.1","Falco tinnunculus","1",6
"Falco vespertinus","Falco vespertinus","HarrisonGoldspiel_LandVertsNortheast","Falco vespertinus","Falco vespertinus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Farancia abacura","Farancia abacura","HarrisonGoldspiel_LandVertsNortheast","Farancia abacura","Farancia abacura",0,3,"","683617|930531913|46399136",3,NA,NA,NA,"Z46467.1|KR814628.1|AY577016.1","Farancia abacura","1",3
"Fratercula arctica","Fratercula arctica","HarrisonGoldspiel_LandVertsNortheast","Fratercula arctica","Fratercula arctica",0,1,"","88911184",1,NA,NA,NA,"DQ385279.1","Fratercula arctica","1",1
"Fratercula cirrhata","Fratercula cirrhata","HarrisonGoldspiel_LandVertsNortheast","Fratercula cirrhata","Fratercula cirrhata",0,1,"","148466775",1,NA,NA,NA,"EF380309.1","Fratercula cirrhata","1",1
"Fregata ariel","Fregata ariel","HarrisonGoldspiel_LandVertsNortheast","Fregata ariel","Fregata ariel",0,1,"","34542003",1,NA,NA,NA,"AY369041.1","Fregata ariel","1",1
"Fregata magnificens","Fregata magnificens","HarrisonGoldspiel_LandVertsNortheast","Fregata magnificens","Fregata magnificens",2,4,"1980528284|1898548726","794078|7339776|34542004|559025",5,2,2,2,"X86804.1|AF173576.1|AY369042.1|L33372.1|NC_052797.1|MN356268.1","Fregata magnificens","1",6
"Fringilla coelebs","Fringilla coelebs","HarrisonGoldspiel_LandVertsNortheast","Fringilla coelebs","Fringilla coelebs",2,6,"699975373|722498548","303305535|124108875|124108874|124108873|21644740|19481514",1,1,1,1,"KM078769.1|NC_025599.1","Fringilla coelebs","1",8
"Fringilla montifringilla","Fringilla montrifringilla","HarrisonGoldspiel_LandVertsNortheast","Fringilla montrifringilla","Fringilla montifringilla",3,1,"2295696822|628972668|387765789","124108876",3,2,2,2,"EF027309.1|OL629048.1|NC_024048.1|JQ922259.1","Fringilla montifringilla","1",4
"Fulica americana","Fulica americana","HarrisonGoldspiel_LandVertsNortheast","Fulica americana","Fulica americana",0,2,"","168805915|94471963",2,2,2,2,"EU167074.1|DQ485827.1","Fulica americana","1",2
"Fulmarus glacialis","Fulmarus glacialis","HarrisonGoldspiel_LandVertsNortheast","Fulmarus glacialis","Fulmarus glacialis",0,7,"","697036387|697033024|697028198|697023419|697015824|697015308|697011519",NA,NA,NA,NA,"na","na","na",7
